#Air-ionization-chamber; Distance from source: 22.5cm, collicator length: 8.5 cm; Time interval: 1 minute; thickness_error=0.05mm
0.00	6.50	9.40	13.0	22.5	29.3	35.7
2.47	1.98	2.04	1.71	1.32	1.16	0.86
2.54	2.05	2.19	1.48	1.22	1.20	0.95
2.53	1.91	1.81	1.80	1.41	1.08	0.83
2.67	1.99	1.75	1.73	1.29	1.09	0.88
2.50	2.30	2.01	1.62	1.23	1.12	0.84
2.45	2.28	2.02	1.74	1.50	1.10	0.81
